기간	대분류	분류	소음	소음	대기오염	대기오염	휴식공간 및 녹지부족	휴식공간 및 녹지부족	수질오염	수질오염	범죄 폭력	범죄 폭력	길거리의 쓰레기방치	길거리의 쓰레기방치	주차질서	주차질서
2014	지역대분류	서북권	25.1	74.9	33.5	66.5	27.1	72.9	24.2	75.8	32.5	67.5	46.5	53.5	56	44
2014	지역대분류	서남권	35.1	64.9	30.7	69.3	29.4	70.6	24.8	75.2	32	68	40.8	59.2	49.5	50.5
2014	지역대분류	동남권	35.7	64.3	39.2	60.8	27.6	72.4	29.4	70.6	40.9	59.1	36.4	63.6	45.3	54.7
2014	종로구	종로구	32.7	67.3	36.5	63.5	31.8	68.2	32	68	38.6	61.4	47.8	52.2	47.5	52.5
2014	중구	중구	50.3	49.7	40.9	59.1	46.2	53.8	40.4	59.6	39.8	60.2	46.8	53.2	65.7	34.3
2014	용산구	용산구	34	66	28.7	71.3	27.8	72.2	29.5	70.5	32.1	67.9	34	66	35.8	64.2
2014	성동구	성동구	28.6	71.4	29.3	70.7	27.1	72.9	22.5	77.5	30.1	69.9	34	66	45.6	54.4
2014	광진구	광진구	15.6	84.4	19.7	80.3	24.2	75.8	22.8	77.2	23.6	76.4	36.4	63.6	38.7	61.3
2014	동대문구	동대문구	32.6	67.4	36.5	63.5	30	70	26.8	73.2	32.7	67.3	43.3	56.7	55.6	44.4
2014	중랑구	중랑구	30.6	69.4	30.5	69.5	23.2	76.8	27.8	72.2	33.8	66.2	38	62	49.5	50.5
2014	성북구	성북구	25.8	74.2	38.5	61.5	28	72	34.1	65.9	32.9	67.1	49.9	50.1	58	42
2014	강북구	강북구	26.5	73.5	27.5	72.5	37.8	62.2	19.7	80.3	33.8	66.2	45.2	54.8	63.2	36.8
2014	도봉구	도봉구	20	80	22.9	77.1	33.1	66.9	15.8	84.2	18	82	20	80	37.6	62.4
2014	노원구	노원구	19.7	80.3	32.9	67.1	20.9	79.1	22.5	77.5	26.3	73.7	39.8	60.2	49.6	50.4
2014	은평구	은평구	20.6	79.4	27.3	72.7	30.9	69.1	25.4	74.6	26.6	73.4	47.5	52.5	54.5	45.5
2014	서대문구	서대문구	25.1	74.9	31	69	24.2	75.8	19.4	80.6	33.5	66.5	51.9	48.1	63.9	36.1
2014	마포구	마포구	30.1	69.9	42.6	57.4	25.5	74.5	27.1	72.9	38.3	61.7	40.5	59.5	50.4	49.6
2014	양천구	양천구	46.6	53.4	20	80	26.2	73.8	17	83	19	81	28.6	71.4	32.4	67.6
2014	강서구	강서구	33.1	66.9	35.6	64.4	29.3	70.7	22.9	77.1	29.9	70.1	38.9	61.1	50.1	49.9
2014	구로구	구로구	28.6	71.4	31.5	68.5	32.8	67.2	24.5	75.5	43.1	56.9	47.7	52.3	50.3	49.7
2014	금천구	금천구	36.2	63.8	34.2	65.8	30.3	69.7	26.2	73.8	36.7	63.3	51.6	48.4	64.6	35.4
2014	영등포구	영등포구	27.4	72.6	32.7	67.3	32.7	67.3	28.2	71.8	35.8	64.2	46.9	53.1	53.3	46.7
2014	동작구	동작구	25.9	74.1	26.1	73.9	21.3	78.7	18.7	81.3	29	71	34.9	65.1	42.8	57.2
2014	관악구	관악구	45.9	54.1	34.6	65.4	32.9	67.1	34.8	65.2	32.6	67.4	40.2	59.8	55.6	44.4
2014	서초구	서초구	31.8	68.2	38.7	61.3	16.2	83.8	23.1	76.9	45.7	54.3	36.7	63.3	35.6	64.4
2014	강남구	강남구	31.8	68.2	38.6	61.4	24	76	31.7	68.3	31.6	68.4	30.3	69.7	35.6	64.4
2014	송파구	송파구	43.4	56.6	34.5	65.5	34.3	65.7	25.7	74.3	41.2	58.8	31.5	68.5	49.6	50.4
2014	강동구	강동구	34.8	65.2	45.9	54.1	34.5	65.5	37.1	62.9	46.3	53.7	48.6	51.4	60.1	39.9
2015	서울시	서울시	31	69	32.3	67.7	28.7	71.3	25.9	74.1	32.8	67.2	40.4	59.6	49.1	50.9
2015	성별	남자	31.1	68.9	32.6	67.4	28.5	71.5	26.3	73.7	32.8	67.2	40.5	59.5	49.5	50.5
2015	성별	여자	30.6	69.4	30.9	69.1	29.6	70.4	24.4	75.6	32.6	67.4	40.1	59.9	47.3	52.7
2015	연령별	20대 이하	38.7	61.3	35.3	64.7	32.9	67.1	31	69	41.5	58.5	46.3	53.7	53.5	46.5
2015	연령별	30대	31	69	30.4	69.6	28.7	71.3	26.7	73.3	31.5	68.5	42	58	52.7	47.3
2015	연령별	40대	32.3	67.7	34.9	65.1	27.6	72.4	26.1	73.9	33.9	66.1	39	61	49.5	50.5
2015	연령별	50대	30.2	69.8	33	67	29.6	70.4	26.7	73.3	33.7	66.3	40.3	59.7	48.4	51.6
2015	연령별	60대 이상	28.4	71.6	30.5	69.5	27.9	72.1	22.9	77.1	29.8	70.2	38.5	61.5	44.6	55.4
2015	학력별	중졸 이하	28	72	30.2	69.8	28.8	71.2	24.4	75.6	28.6	71.4	37.1	62.9	45.7	54.3
2015	학력별	고졸 이하	31	69	31.7	68.3	28.9	71.1	25.3	74.7	32.1	67.9	40	60	48.1	51.9
2015	학력별	대졸 이하	31.4	68.6	32.9	67.1	28.6	71.4	26.5	73.5	33.7	66.3	41.2	58.8	50.2	49.8
2015	학력별	대학원 이상	32.6	67.4	35.4	64.6	27.9	72.1	28.2	71.8	35	65	37.8	62.2	46.9	53.1
2015	주택형태	단독주택	29.4	70.6	32.1	67.9	28.5	71.5	26.1	73.9	32.4	67.6	40.7	59.3	50.3	49.7
2015	주택형태	아파트	32.2	67.8	33.7	66.3	29.1	70.9	26.6	73.4	33.4	66.6	40.2	59.8	47.9	52.1
2015	주택형태	다세대주택	31.5	68.5	29	71	26.8	73.2	23.8	76.2	32	68	40.7	59.3	49.3	50.7
2015	주택형태	연립/기타	30.6	69.4	31.2	68.8	30.2	69.8	25	75	32.1	67.9	40.1	59.9	49.3	50.7
2015	입주형태	자가	30.7	69.3	33	67	28.7	71.3	25.6	74.4	32	68	39.1	60.9	47.9	52.1
2015	입주형태	전세	30.8	69.2	32.8	67.2	28.1	71.9	25.9	74.1	33.7	66.3	39.6	60.4	50.2	49.8
2015	입주형태	월세/기타	31.8	68.2	30.6	69.4	29.6	70.4	26.4	73.6	32.8	67.2	43.6	56.4	49.3	50.7
2015	가구원수	1인	30.8	69.2	31.8	68.2	28.8	71.2	25.9	74.1	32.1	67.9	42.4	57.6	47.8	52.2
2015	가구원수	2인	31.1	68.9	29.9	70.1	28.7	71.3	25.9	74.1	32.3	67.7	40.3	59.7	49.7	50.3
2015	가구원수	3인	30.7	69.3	33.3	66.7	28.7	71.3	25.4	74.6	33.1	66.9	39.2	60.8	49.6	50.4
2015	가구원수	4인	31.1	68.9	33.7	66.3	28.2	71.8	26.3	73.7	34.2	65.8	40.1	59.9	50	50
2015	가구원수	5인 이상	32	68	34.6	65.4	30.3	69.7	26.3	73.7	31.6	68.4	38.6	61.4	46.8	53.2
2015	소득	100 만원 미만	25.5	74.5	31.8	68.2	31.3	68.7	22.5	77.5	24.7	75.3	39.2	60.8	41.5	58.5
2015	소득	100-200만 미만	29.2	70.8	32.6	67.4	26.5	73.5	22.6	77.4	35.3	64.7	40.6	59.4	46.4	53.6
2015	소득	200-300만 미만	30.3	69.7	30.7	69.3	30.2	69.8	26.8	73.2	32.2	67.8	42.8	57.2	48.3	51.7
2015	소득	300-400만 미만	32.4	67.6	32.3	67.7	27.4	72.6	26.2	73.8	32	68	42.1	57.9	49.2	50.8
2015	소득	400-500만 미만	31.7	68.3	32.1	67.9	29.4	70.6	26.5	73.5	33.5	66.5	40	60	50.8	49.2
2015	소득	500만원 이상	31	69	32.8	67.2	28.7	71.3	26	74	33.1	66.9	39.4	60.6	49.4	50.6
2015	지역대분류	도심권	35.1	64.9	35.3	64.7	31.8	68.2	34	66	37	63	41.3	58.7	51	49
2015	지역대분류	동북권	26.3	73.7	30.3	69.7	28.2	71.8	24.2	75.8	28.7	71.3	40.7	59.3	49.8	50.2
2015	지역대분류	서북권	29.9	70.1	32	68	26.4	73.6	22.9	77.1	31.1	68.9	44.5	55.5	49.7	50.3
2015	지역대분류	서남권	32.7	67.3	30.5	69.5	29.4	70.6	25.5	74.5	32.9	67.1	41.7	58.3	49.3	50.7
2015	지역대분류	동남권	35.3	64.7	37.6	62.4	29.1	70.9	28.9	71.1	38.8	61.2	35.3	64.7	46.6	53.4
2015	종로구	종로구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	중구	중구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	용산구	용산구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	성동구	성동구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	광진구	광진구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	동대문구	동대문구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	중랑구	중랑구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	성북구	성북구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	강북구	강북구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	도봉구	도봉구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	노원구	노원구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	은평구	은평구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	서대문구	서대문구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	마포구	마포구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	양천구	양천구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	강서구	강서구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	구로구	구로구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	금천구	금천구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	영등포구	영등포구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	동작구	동작구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	관악구	관악구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	서초구	서초구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	강남구	강남구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	송파구	송파구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2015	강동구	강동구	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2016	서울시	서울시	31.3	68.7	33.2	66.8	28.3	71.7	26	74	33.3	66.7	39.8	60.2	49.5	50.5
2016	성별	남자	30.9	69.1	33.4	66.6	28.3	71.7	26.2	73.8	33.8	66.2	39.8	60.2	50	50
2016	성별	여자	32.3	67.7	32.7	67.3	28.2	71.8	25.2	74.8	31.5	68.5	39.8	60.2	47.9	52.1
2016	연령별	20대 이하	28.2	71.8	34.1	65.9	26.4	73.6	27.2	72.8	31.6	68.4	39.2	60.8	52.7	47.3
2016	연령별	30대	31.3	68.7	33.2	66.8	28.2	71.8	24.3	75.7	34.3	65.7	40.5	59.5	54	46
2016	연령별	40대	32.8	67.2	34.6	65.4	29.1	70.9	28.3	71.7	34	66	38.7	61.3	52.3	47.7
2016	연령별	50대	31.3	68.7	34.2	65.8	29.9	70.1	26.9	73.1	35.3	64.7	41.1	58.9	47.9	52.1
2016	연령별	60대 이상	31	69	30.7	69.3	26.6	73.4	24.1	75.9	30.2	69.8	38.9	61.1	43.3	56.7
2016	학력별	중졸 이하	31.3	68.7	30.5	69.5	26.4	73.6	24.8	75.2	31.4	68.6	38.4	61.6	44.2	55.8
2016	학력별	고졸 이하	31.2	68.8	33.7	66.3	28.1	71.9	25.1	74.9	34.1	65.9	40.5	59.5	47.2	52.8
2016	학력별	대졸 이하	31.2	68.8	33.4	66.6	28.6	71.4	26.5	73.5	33.1	66.9	39.7	60.3	51.5	48.5
2016	학력별	대학원 이상	32.8	67.2	34.3	65.7	30.6	69.4	26.5	73.5	38	62	37.9	62.1	50.4	49.6
2016	주택형태	단독주택	31.2	68.8	32.8	67.2	28.4	71.6	26.5	73.5	31.7	68.3	41.4	58.6	51	49
2016	주택형태	아파트	31.7	68.3	33.8	66.2	29	71	26.1	73.9	34.8	65.2	39.1	60.9	48.7	51.3
2016	주택형태	다세대주택	29.9	70.1	31.5	68.5	27.6	72.4	24.2	75.8	33.6	66.4	37.6	62.4	49.4	50.6
2016	주택형태	연립/기타	31.3	68.7	34.2	65.8	25.7	74.3	25.8	74.2	31.9	68.1	39.7	60.3	48.4	51.6
2016	입주형태	자가	30.3	69.7	31.5	68.5	28.2	71.8	25.3	74.7	31.7	68.3	39.6	60.4	49	51
2016	입주형태	전세	31.8	68.2	33.4	66.6	28	72	26.2	73.8	33.8	66.2	39.9	60.1	49.9	50.1
2016	입주형태	월세/기타	32.1	67.9	35.3	64.7	28.6	71.4	26.6	73.4	35	65	39.9	60.1	50	50
2016	가구원수	1인	32.5	67.5	33.1	66.9	28.7	71.3	27.1	72.9	32.9	67.1	41	59	47.9	52.1
2016	가구원수	2인	29.3	70.7	32.5	67.5	27.2	72.8	25	75	32.6	67.4	37.4	62.6	49.8	50.2
2016	가구원수	3인	31.1	68.9	33	67	27.7	72.3	25.4	74.6	34.2	65.8	39.4	60.6	49.3	50.7
2016	가구원수	4인	31.9	68.1	33.8	66.2	29.2	70.8	26.5	73.5	33.7	66.3	40.4	59.6	50.6	49.4
2016	가구원수	5인 이상	31.6	68.4	35.5	64.5	29.4	70.6	24.8	75.2	33.6	66.4	42.8	57.2	54.3	45.7
2016	소득	100 만원 미만	27.9	72.1	33.3	66.7	25.3	74.7	25.2	74.8	34.6	65.4	41	59	44.8	55.2
2016	소득	100-200만 미만	30.8	69.2	30.7	69.3	24.7	75.3	24.7	75.3	29.9	70.1	37.4	62.6	48.8	51.2
2016	소득	200-300만 미만	31.4	68.6	31.3	68.7	28.4	71.6	26.6	73.4	33.7	66.3	41.5	58.5	49.8	50.2
2016	소득	300-400만 미만	30.3	69.7	35.2	64.8	29.9	70.1	25.7	74.3	33.8	66.2	40.1	59.9	49.1	50.9
2016	소득	400-500만 미만	31.7	68.3	33.3	66.7	28.5	71.5	26.4	73.6	34.1	65.9	40.2	59.8	50.6	49.4
2016	소득	500만원 이상	32	68	33.7	66.3	28.4	71.6	26	74	33.2	66.8	39	61	49.7	50.3
2016	지역대분류	도심권	36	64	34.6	65.4	34.7	65.3	33.4	66.6	38.6	61.4	40.9	59.1	48.6	51.4
2016	지역대분류	동북권	27.1	72.9	29.9	70.1	27.6	72.4	23.9	76.1	28.6	71.4	39.5	60.5	49.4	50.6
2016	지역대분류	서북권	28.6	71.4	30	70	25.2	74.8	22.6	77.4	29.5	70.5	44	56	50.2	49.8
2016	지역대분류	서남권	31.7	68.3	33.3	66.7	27.9	72.1	26	74	34	66	41.3	58.7	50.6	49.4
2016	지역대분류	동남권	37.3	62.7	39.7	60.3	29.9	70.1	29.2	70.8	40.3	59.7	34.9	65.1	48.1	51.9
2016	종로구	종로구	34.8	65.2	41.2	58.8	36.8	63.2	36.8	63.2	44.7	55.3	51.5	48.5	57.6	42.4
2016	중구	중구	42.1	57.9	36	64	37.4	62.6	35.4	64.6	39.8	60.2	45.6	54.4	42.6	57.4
2016	용산구	용산구	33.4	66.6	29.3	70.7	31.8	68.2	30.1	69.9	33.8	66.2	31	69	45.7	54.3
2016	성동구	성동구	32.2	67.8	27.4	72.6	30.6	69.4	26.2	73.8	32	68	39.6	60.4	38.7	61.3
2016	광진구	광진구	21.5	78.5	26.4	73.6	22	78	21.6	78.4	25.5	74.5	38.3	61.7	45.4	54.6
2016	동대문구	동대문구	29	71	28.9	71.1	28.9	71.1	24.5	75.5	30.1	69.9	39.2	60.8	53.7	46.3
2016	중랑구	중랑구	29.5	70.5	27	73	27.5	72.5	24.5	75.5	29	71	41	59	52.8	47.2
2016	성북구	성북구	32	68	38.4	61.6	29.6	70.4	28.8	71.2	34.6	65.4	45	55	54.6	45.4
2016	강북구	강북구	24.3	75.7	30.6	69.4	23.3	76.7	22.3	77.7	26.9	73.1	37.6	62.4	61.1	38.9
2016	도봉구	도봉구	25.1	74.9	28.3	71.7	29.5	70.5	22.7	77.3	25.2	74.8	38.7	61.3	44	56
2016	노원구	노원구	23.8	76.2	30.3	69.7	28.9	71.1	20.7	79.3	25.5	74.5	36.4	63.6	43.9	56.1
2016	은평구	은평구	25.5	74.5	28	72	27.7	72.3	24.1	75.9	25.9	74.1	38	62	45.3	54.7
2016	서대문구	서대문구	31.7	68.3	28.5	71.5	24.7	75.3	20.7	79.3	32	68	49.7	50.3	59.3	40.7
2016	마포구	마포구	29.9	70.1	33.6	66.4	22.8	77.2	22.3	77.7	31.7	68.3	46.6	53.4	48.9	51.1
2016	양천구	양천구	31	69	35.3	64.7	24.2	75.8	26.3	73.7	32.2	67.8	39.7	60.3	46.8	53.2
2016	강서구	강서구	30.3	69.7	33.4	66.6	27.3	72.7	22.2	77.8	33.2	66.8	42.2	57.8	55.5	44.5
2016	구로구	구로구	31.3	68.7	32.6	67.4	30.6	69.4	21.6	78.4	35.8	64.2	42.4	57.6	51.6	48.4
2016	금천구	금천구	32.6	67.4	30.8	69.2	26.3	73.7	24.7	75.3	32.3	67.7	49	51	49.8	50.2
2016	영등포구	영등포구	32.6	67.4	35.2	64.8	30.4	69.6	28.5	71.5	34.8	65.2	46.3	53.7	48.7	51.3
2016	동작구	동작구	28.5	71.5	31.6	68.4	30.6	69.4	27.2	72.8	36.2	63.8	37.9	62.1	46.9	53.1
2016	관악구	관악구	35.3	64.7	33.4	66.6	26.6	73.4	30.5	69.5	33.4	66.6	36.6	63.4	51.8	48.2
2016	서초구	서초구	40.4	59.6	40.1	59.9	23.7	76.3	26.9	73.1	39.3	60.7	34.9	65.1	46.6	53.4
2016	강남구	강남구	31.6	68.4	40.5	59.5	28.2	71.8	30.3	69.7	38.9	61.1	29.3	70.7	50	50
2016	송파구	송파구	44.6	55.4	38.1	61.9	36.2	63.8	27.3	72.7	42.6	57.4	34.7	65.3	45.5	54.5
2016	강동구	강동구	31.2	68.8	40.5	59.5	28.9	71.1	32.7	67.3	40	60	42.7	57.3	50.6	49.4
2017	서울시	서울시	31.5	68.5	34.7	65.3	29.6	70.4	25.4	74.6	32.8	67.2	39.2	60.8	47.4	52.6
2017	성별	남자	31	69	34.8	65.2	29.8	70.2	25.4	74.6	32.8	67.2	39.2	60.8	48	52
2017	성별	여자	32.9	67.1	34.2	65.8	29.2	70.8	25.3	74.7	32.9	67.1	39	61	45.6	54.4
2017	연령별	20대 이하	39.1	60.9	37.8	62.2	34.7	65.3	30.5	69.5	39.8	60.2	46.3	53.7	50.4	49.6
2017	연령별	30대	32.4	67.6	38	62	30.7	69.3	28.5	71.5	36.2	63.8	40.6	59.4	50.1	49.9
2017	연령별	40대	31	69	34.7	65.3	28.2	71.8	26.2	73.8	32.9	67.1	38.4	61.6	46.6	53.4
2017	연령별	50대	31.3	68.7	35.2	64.8	30.4	69.6	25.8	74.2	34.2	65.8	38.8	61.2	49	51
2017	연령별	60대 이상	29.6	70.4	31.5	68.5	28	72	21.5	78.5	28.1	71.9	37.2	62.8	44.3	55.7
2017	학력별	중졸 이하	29.1	70.9	27.7	72.3	27.7	72.3	18.3	81.7	25.8	74.2	38.5	61.5	43.8	56.2
2017	학력별	고졸 이하	30.5	69.5	33.9	66.1	30.8	69.2	25.2	74.8	31.5	68.5	38.2	61.8	47	53
2017	학력별	대졸 이하	32.8	67.2	36.9	63.1	29.6	70.4	27.9	72.1	35.9	64.1	40.1	59.9	49	51
2017	학력별	대학원 이상	32.9	67.1	42.7	57.3	28.2	71.8	19.9	80.1	29.5	70.5	34.8	65.2	40.5	59.5
2017	주택형태	단독주택	30.6	69.4	33	67	31.4	68.6	25.1	74.9	33.8	66.2	43.8	56.2	50.5	49.5
2017	주택형태	아파트	32	68	35.7	64.3	27.1	72.9	24.9	75.1	30.8	69.2	34	66	42.6	57.4
2017	주택형태	다세대주택	33.8	66.2	36	64	32	68	26.3	73.7	35.4	64.6	44.2	55.8	53.9	46.1
2017	주택형태	연립/기타	29.8	70.2	34.1	65.9	31.6	68.4	27.2	72.8	35.2	64.8	39.6	60.4	49.1	50.9
2017	입주형태	자가	29.9	70.1	33.9	66.1	28	72	24.3	75.7	31	69	36.1	63.9	45.2	54.8
2017	입주형태	전세	30.9	69.1	34.2	65.8	29.7	70.3	26.6	73.4	32.4	67.6	39.1	60.9	47.5	52.5
2017	입주형태	월세/기타	34.1	65.9	36.1	63.9	31.7	68.3	25.9	74.1	35.5	64.5	43.3	56.7	50.1	49.9
2017	가구원수	1인	34.6	65.4	35.8	64.2	32.1	67.9	27.9	72.1	35.9	64.1	43.3	56.7	49.5	50.5
2017	가구원수	2인	31.1	68.9	33.7	66.3	29.1	70.9	24.5	75.5	30.8	69.2	37.5	62.5	45.2	54.8
2017	가구원수	3인	30.4	69.6	35.5	64.5	28.4	71.6	24.5	75.5	31.9	68.1	37.1	62.9	48.9	51.1
2017	가구원수	4인	29.2	70.8	33.6	66.4	28	72	24.1	75.9	31.7	68.3	37.2	62.8	45.7	54.3
2017	가구원수	5인 이상	28.2	71.8	32.5	67.5	28.3	71.7	23	77	32.9	67.1	38	62	44.3	55.7
2017	소득	100 만원 미만	33.6	66.4	29.3	70.7	29.7	70.3	18	82	26.4	73.6	38.7	61.3	45.4	54.6
2017	소득	100-200만 미만	28.3	71.7	31.9	68.1	30.1	69.9	20.5	79.5	28.9	71.1	40.6	59.4	44.1	55.9
2017	소득	200-300만 미만	32.5	67.5	35.8	64.2	33.1	66.9	27.4	72.6	35.5	64.5	42.7	57.3	51	49
2017	소득	300-400만 미만	33.5	66.5	36.1	63.9	30.6	69.4	28.6	71.4	33.4	66.6	40	60	49.1	50.9
2017	소득	400-500만 미만	32.1	67.9	35.4	64.6	28.1	71.9	28.3	71.7	34.5	65.5	39.1	60.9	49.5	50.5
2017	소득	500만원 이상	30.1	69.9	35.3	64.7	27.3	72.7	24.5	75.5	33.4	66.6	35.5	64.5	44.5	55.5
2017	지역대분류	도심권	36.3	63.7	38.8	61.2	29.3	70.7	30.3	69.7	37.2	62.8	43	57	49.1	50.9
2017	지역대분류	동북권	29.9	70.1	35.4	64.6	30.6	69.4	26.5	73.5	33.7	66.3	40	60	47.1	52.9
2017	지역대분류	서북권	28.8	71.2	33.1	66.9	28.1	71.9	22	78	31.6	68.4	41.5	58.5	47.9	52.1
2017	지역대분류	서남권	32.1	67.9	31.2	68.8	28.2	71.8	22.4	77.6	29.5	70.5	38.5	61.5	47	53
2017	지역대분류	동남권	33.4	66.6	38.5	61.5	31.3	68.7	29	71	36.2	63.8	36.5	63.5	47.5	52.5
2017	종로구	종로구	34.8	65.2	36.6	63.4	29	71	31.5	68.5	44.8	55.2	48	52	51.6	48.4
2017	중구	중구	34.9	65.1	35.8	64.2	28.4	71.6	24.9	75.1	28.1	71.9	37.8	62.2	46.9	53.1
2017	용산구	용산구	38.1	61.9	42	58	30.1	69.9	32.6	67.4	37.1	62.9	42.4	57.6	48.5	51.5
2017	성동구	성동구	33.1	66.9	43.1	56.9	33	67	30.7	69.3	33.5	66.5	37.2	62.8	48.8	51.2
2017	광진구	광진구	29.8	70.2	34.1	65.9	31	69	24.4	75.6	33.3	66.7	45.2	54.8	51.4	48.6
2017	동대문구	동대문구	29.6	70.4	33.2	66.8	32.3	67.7	16.8	83.2	28.9	71.1	36.9	63.1	39.1	60.9
2017	중랑구	중랑구	28.3	71.7	38.8	61.2	28.1	71.9	27.3	72.7	33.8	66.2	47.2	52.8	51	49
2017	성북구	성북구	34.9	65.1	44.5	55.5	34.9	65.1	34.4	65.6	45.5	54.5	44.7	55.3	49.4	50.6
2017	강북구	강북구	30.8	69.2	31.8	68.2	28.2	71.8	29.1	70.9	39.5	60.5	34.9	65.1	48.9	51.1
2017	도봉구	도봉구	25.1	74.9	29	71	30.5	69.5	24.4	75.6	25.5	74.5	34.3	65.7	41	59
2017	노원구	노원구	27.8	72.2	29.5	70.5	27.9	72.1	25	75	28.8	71.2	36.9	63.1	46.2	53.8
2017	은평구	은평구	29	71	30.9	69.1	33.2	66.8	20	80	30.9	69.1	42.3	57.7	49.5	50.5
2017	서대문구	서대문구	31.3	68.7	34.7	65.3	31.3	68.7	24.8	75.2	35.1	64.9	44.3	55.7	47	53
2017	마포구	마포구	26.7	73.3	34.5	65.5	19.2	80.8	22	78	29.6	70.4	38.4	61.6	46.8	53.2
2017	양천구	양천구	44.1	55.9	40.8	59.2	28.1	71.9	20.9	79.1	34.4	65.6	45	55	52.3	47.7
2017	강서구	강서구	29.3	70.7	28.3	71.7	20.3	79.7	12.7	87.3	22.4	77.6	33.3	66.7	41.2	58.8
2017	구로구	구로구	32.7	67.3	26.8	73.2	29.7	70.3	27	73	28.7	71.3	35.6	64.4	44.9	55.1
2017	금천구	금천구	36.4	63.6	36	64	37.4	62.6	31.2	68.8	34.5	65.5	44.7	55.3	50.8	49.2
2017	영등포구	영등포구	40.6	59.4	35.8	64.2	28.5	71.5	29.3	70.7	39.5	60.5	44.9	55.1	53.2	46.8
2017	동작구	동작구	20.1	79.9	23.9	76.1	22	78	13.2	86.8	18.6	81.4	31.8	68.2	38.4	61.6
2017	관악구	관악구	27.1	72.9	30.6	69.4	35.2	64.8	28	72	32.5	67.5	38.8	61.2	50.9	49.1
2017	서초구	서초구	33.9	66.1	40.9	59.1	30.7	69.3	29	71	34.7	65.3	34.9	65.1	44.8	55.2
2017	강남구	강남구	36.3	63.7	43.5	56.5	34.4	65.6	29.2	70.8	39.4	60.6	36.9	63.1	49.3	50.7
2017	송파구	송파구	36.5	63.5	40.9	59.1	34.6	65.4	36	64	44.6	55.4	40.5	59.5	53.4	46.6
2017	강동구	강동구	24.6	75.4	26.4	73.6	23.2	76.8	18.7	81.3	21.3	78.7	31.7	68.3	39.3	60.7
